category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Genetic Information Processing,Transcription,hsa03040,Spliceosome,3/135,241/9446,0.012448132780082987,0.8710004610419547,-0.2442611992702509,0.6742187448573576,0.750943820176701,0.6208650257560949,SMNDC1/SRSF5/XAB2,3
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,1/135,78/9446,0.01282051282051282,0.8970560303893638,-0.10992449354762826,0.676137156097796,0.750943820176701,0.6208650257560949,INPP4A,1
Genetic Information Processing,"Folding, sorting and degradation",hsa03018,RNA degradation,1/135,78/9446,0.01282051282051282,0.8970560303893638,-0.10992449354762826,0.676137156097796,0.750943820176701,0.6208650257560949,DCP1B,1
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,1/135,78/9446,0.01282051282051282,0.8970560303893638,-0.10992449354762826,0.676137156097796,0.750943820176701,0.6208650257560949,IRF3,1
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,1/135,79/9446,0.012658227848101266,0.8857008907641819,-0.12283604742335004,0.680804265825251,0.7529233617813157,0.6225016703576114,ATP6V1D,1
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,1/135,83/9446,0.012048192771084338,0.8430165104863901,-0.1729637988080968,0.6988144637269103,0.7695804853701418,0.6362734402132649,IRF3,1
Organismal Systems,Sensory system,hsa04742,Taste transduction,1/135,86/9446,0.011627906976744186,0.8136089577950043,-0.20907689414919042,0.7116567671522568,0.7804303202804161,0.6452438623008078,TAS2R14,1
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,1/135,87/9446,0.011494252873563218,0.8042571306939122,-0.2208516025157614,0.7158155637798684,0.7817065361780152,0.646299011560771,COX7A2L,1
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,1/135,89/9446,0.011235955056179775,0.7861839367457344,-0.24402634759061417,0.7239553692421294,0.7873014640508157,0.6509247837484058,HSPG2,1
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,2/135,182/9446,0.01098901098901099,0.7689051689051689,-0.3790498722117594,0.73803593050233,0.797610726450689,0.6594482715159962,IL10RA/AKT1,2
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,1/135,93/9446,0.010752688172043012,0.7523695738749503,-0.2889613210769051,0.7395471103489146,0.797610726450689,0.6594482715159962,STAT5B,1
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,1/135,95/9446,0.010526315789473684,0.7365302144249513,-0.3107658542764937,0.74701193172239,0.7990578449981303,0.6606447195991803,MAPK6,1
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,1/135,95/9446,0.010526315789473684,0.7365302144249513,-0.3107658542764937,0.74701193172239,0.7990578449981303,0.6606447195991803,ATP6V1D,1
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,2/135,189/9446,0.010582010582010581,0.7404271996864589,-0.4340349028620952,0.7568603441757075,0.806287958489223,0.66662242988623,PKN2/IRF3,2
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,1/135,100/9446,0.01,0.6997037037037037,-0.36350198733285144,0.7647577747602832,0.8113893463920078,0.6708401532984941,IL10RA,1
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,1/135,102/9446,0.00980392156862745,0.6859840232389252,-0.38393271326804734,0.7715050484815469,0.8121463541549646,0.6714660318683918,KRT34,1
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,2/135,196/9446,0.01020408163265306,0.7139833711262282,-0.48721220025170076,0.7745150780245138,0.8121463541549646,0.6714660318683918,PIK3R3/AKT1,2
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,1/135,103/9446,0.009708737864077669,0.679323984178353,-0.39401396896787927,0.7748062918949663,0.8121463541549646,0.6714660318683918,PGS1,1
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,4/135,370/9446,0.010810810810810811,0.7564364364364364,-0.5754871623128558,0.7807985657353873,0.8151187635897281,0.6739235593300837,ADRB1/DRD4/CHRNB1/PPY,4
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,5/135,454/9446,0.011013215859030838,0.7705987926252243,-0.6032053415828119,0.7838881596207731,0.8151187635897281,0.6739235593300837,OR6F1/OR9Q1/OR5AN1/OR4Q2/ADCY3,5
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,1/135,108/9446,0.009259259259259259,0.6478737997256516,-0.4431522772232333,0.79061563759137,0.8188519103624904,0.6770100488982075,NUP62,1
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,1/135,117/9446,0.008547008547008548,0.5980373535929092,-0.5267818258233041,0.8163463178134305,0.8421596401158314,0.6962804042094998,GATAD2A,1
NA,NA,hsa04382,Cornified envelope formation,2/135,217/9446,0.009216589861751152,0.6448882061785287,-0.6372169831473536,0.8209610123178902,0.8435859221061784,0.6974596250524968,SPRR2D/KRT34,2
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,1/135,144/9446,0.006944444444444444,0.4859053497942386,-0.7485242331927293,0.876167904523345,0.8954526702337767,0.7403419939420215,ACTN1,1
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,2/135,251/9446,0.00796812749003984,0.5575328316364172,-0.8554837155961531,0.878298404520486,0.8954526702337767,0.7403419939420215,AKT1/TUBB8B,2
